piece,_similarity
IMG_001_3_4_3_out.jpg,10.332008
IMG_001_3_4_4_int.jpg,10.052844
IMG_001_3_5_1_int.jpg,10.487624
IMG_001_3_5_2_out.jpg,9.3127
IMG_001_3_5_3_int.jpg,8.994812
IMG_001_3_5_4_out.jpg,9.406256
IMG_001_3_6_1_int.jpg,9.128804
IMG_001_3_6_2_out.jpg,10.240684
IMG_001_3_6_3_int.jpg,9.419684
IMG_001_3_6_4_out.jpg,9.2787
IMG_001_3_7_1_int.jpg,10.4086
IMG_001_3_7_2_out.jpg,9.51324
IMG_001_3_7_3_int.jpg,9.84914
IMG_001_3_7_4_out.jpg,9.346184
IMG_001_4_1_1_int.jpg,10.33216
IMG_001_4_1_2_out.jpg,9.242856
IMG_001_4_1_3_int.jpg,10.183708
IMG_001_4_1_4_out.jpg,9.755988
IMG_001_4_2_1_out.jpg,9.717516
IMG_001_4_2_2_int.jpg,9.450212
IMG_001_4_2_3_out.jpg,9.83588
IMG_001_4_2_4_int.jpg,10.288796
IMG_001_4_3_1_int.jpg,9.156516
IMG_001_4_3_2_out.jpg,10.132124
IMG_001_4_3_3_int.jpg,9.911172
IMG_001_4_3_4_out.jpg,9.761688
IMG_001_4_4_1_int.jpg,9.19768
IMG_001_4_4_2_out.jpg,10.27926
IMG_001_4_4_3_int.jpg,10.519156
IMG_001_4_4_4_out.jpg,10.294592
IMG_001_4_5_1_out.jpg,9.830348
IMG_001_4_5_2_int.jpg,9.015512
IMG_001_4_5_3_out.jpg,10.094272
IMG_001_4_5_4_int.jpg,10.009224
IMG_001_4_6_1_out.jpg,10.244516
IMG_001_4_6_2_int.jpg,0.0
IMG_001_4_6_3_out.jpg,9.784276
IMG_001_4_6_4_int.jpg,10.034984
IMG_001_4_7_1_int.jpg,8.90698
IMG_001_4_7_2_out.jpg,10.447956
IMG_001_4_7_3_int.jpg,10.07046
IMG_001_4_7_4_out.jpg,8.5686
IMG_001_5_1_1_out.jpg,9.185764
IMG_001_5_1_2_int.jpg,10.702368
IMG_001_5_1_3_out.jpg,9.479504
IMG_001_5_1_4_int.jpg,9.814196
IMG_001_5_2_1_out.jpg,9.499672
IMG_001_5_2_2_int.jpg,9.690268
IMG_001_5_2_3_out.jpg,10.449232
IMG_001_5_2_4_int.jpg,9.754148
IMG_001_5_3_1_out.jpg,9.790312
IMG_001_5_3_2_int.jpg,10.024252
IMG_001_5_3_3_out.jpg,10.383552
IMG_001_5_3_4_int.jpg,9.564076
IMG_001_5_4_1_out.jpg,8.975548
IMG_001_5_4_2_int.jpg,9.9269
IMG_001_5_4_3_out.jpg,10.229428
IMG_001_5_4_4_int.jpg,9.924088
IMG_001_5_5_1_int.jpg,9.677624
IMG_001_5_5_2_out.jpg,9.56118
IMG_001_5_5_3_int.jpg,9.076852
IMG_001_5_5_4_out.jpg,10.040072
IMG_001_5_6_1_int.jpg,8.951232
IMG_001_5_6_2_out.jpg,10.350548
IMG_001_5_6_3_int.jpg,9.484628
IMG_001_5_6_4_out.jpg,8.86934
IMG_001_5_7_1_int.jpg,9.739692
IMG_001_5_7_2_out.jpg,9.522016
IMG_001_5_7_3_int.jpg,9.753968
IMG_001_5_7_4_int.jpg,9.815788
